GEOID,NAME,flood_frac,pop_total,pop_poverty,pop_black,pop_hispanic,households_total,households_nocar,exposed_pop_total,exposed_pop_poverty,exposed_pop_black,exposed_pop_hispanic,exposed_households_total,exposed_households_nocar
37147001301,13.01,0.0,5101,1544,344,470,2004,103,0.0,0.0,0.0,0.0,0.0,0.0
37147001402,14.02,0.0,5802,1067,1105,832,2185,275,0.0,0.0,0.0,0.0,0.0,0.0
37195000502,5.02,0.0,4423,1485,1681,434,1934,145,0.0,0.0,0.0,0.0,0.0,0.0
37195000501,5.01,0.0,6997,1715,847,907,2683,311,0.0,0.0,0.0,0.0,0.0,0.0
37089930301,9303.01,0.0,7416,628,783,599,3342,568,0.0,0.0,0.0,0.0,0.0,0.0
37089931402,9314.02,0.0,1751,552,203,87,761,56,0.0,0.0,0.0,0.0,0.0,0.0
37089930202,9302.02,0.0,7658,1506,679,218,3303,353,0.0,0.0,0.0,0.0,0.0,0.0
37089930302,9303.02,0.0,5223,483,2545,293,1867,281,0.0,0.0,0.0,0.0,0.0,0.0
37089930201,9302.01,0.0,5380,515,2808,1286,2390,319,0.0,0.0,0.0,0.0,0.0,0.0
37089931401,9314.01,0.0,1484,380,108,226,677,96,0.0,0.0,0.0,0.0,0.0,0.0
37037020703,207.03,0.0,5277,338,2269,698,1920,280,0.0,0.0,0.0,0.0,0.0,0.0
37037020201,202.01,0.0,6025,819,2521,653,2722,302,0.0,0.0,0.0,0.0,0.0,0.0
37037020202,202.02,0.0,4981,457,2731,911,1834,202,0.0,0.0,0.0,0.0,0.0,0.0
37037020107,201.07,0.0,1408,256,315,73,551,75,0.0,0.0,0.0,0.0,0.0,0.0
37037020704,207.04,0.0,4567,796,880,381,1824,245,0.0,0.0,0.0,0.0,0.0,0.0
37037020203,202.03,0.0,7538,1557,2084,1287,2870,374,0.0,0.0,0.0,0.0,0.0,0.0
37037020108,201.08,0.0,6008,804,2873,782,2303,201,0.0,0.0,0.0,0.0,0.0,0.0
37037020801,208.01,0.0,1789,106,741,352,821,126,0.0,0.0,0.0,0.0,0.0,0.0
37037020802,208.02,0.0,7711,1806,2203,1745,2754,180,0.0,0.0,0.0,0.0,0.0,0.0
37097061002,610.02,0.0,7703,1248,1327,1612,2791,148,0.0,0.0,0.0,0.0,0.0,0.0
37185950101,9501.01,0.0,2019,495,834,125,740,60,0.0,0.0,0.0,0.0,0.0,0.0
37185950102,9501.02,0.0,6566,542,3133,269,2589,176,0.0,0.0,0.0,0.0,0.0,0.0
37109071202,712.02,0.0,3728,201,931,219,1511,195,0.0,0.0,0.0,0.0,0.0,0.0
37109071203,712.03,0.0,5074,631,1949,1015,2049,132,0.0,0.0,0.0,0.0,0.0,0.0
37171930802,9308.02,0.0,4005,748,1001,921,1897,243,0.0,0.0,0.0,0.0,0.0,0.0
37171931003,9310.03,0.0,6434,1082,1861,1498,2626,280,0.0,0.0,0.0,0.0,0.0,0.0
37147001003,10.03,0.0,7975,2337,2491,706,3143,166,0.0,0.0,0.0,0.0,0.0,0.0
37067004103,41.03,0.0,6524,1065,2856,1391,2547,175,0.0,0.0,0.0,0.0,0.0,0.0
37067002904,29.04,0.0,7505,1569,4043,1075,3217,348,0.0,0.0,0.0,0.0,0.0,0.0
37067003107,31.07,0.0,7611,1735,2071,1592,3132,438,0.0,0.0,0.0,0.0,0.0,0.0
37067003909,39.09,0.0,1448,81,320,211,568,50,0.0,0.0,0.0,0.0,0.0,0.0
37067004104,41.04,0.0,2624,536,621,140,1093,70,0.0,0.0,0.0,0.0,0.0,0.0
37067004012,40.12,0.0,5997,920,701,229,2162,160,0.0,0.0,0.0,0.0,0.0,0.0
37067003310,33.10,0.0,5048,890,1001,1212,1946,86,0.0,0.0,0.0,0.0,0.0,0.0
37067003906,39.06,0.0,1161,92,108,136,552,18,0.0,0.0,0.0,0.0,0.0,0.0
37021001801,18.01,0.0,1484,422,391,149,701,123,0.0,0.0,0.0,0.0,0.0,0.0
37021001802,18.02,0.0,4547,1512,607,463,1760,78,0.0,0.0,0.0,0.0,0.0,0.0
37021002402,24.02,0.0,5236,296,1168,561,2191,106,0.0,0.0,0.0,0.0,0.0,0.0
37021002505,25.05,0.0,2007,462,896,476,746,119,0.0,0.0,0.0,0.0,0.0,0.0
37021002803,28.03,0.0,2033,567,351,69,915,118,0.0,0.0,0.0,0.0,0.0,0.0
37021003202,32.02,0.0,1731,234,616,82,820,78,0.0,0.0,0.0,0.0,0.0,0.0
37021003205,32.05,0.0,4867,1393,2436,981,2052,261,0.0,0.0,0.0,0.0,0.0,0.0
37021002203,22.03,0.0,856,205,285,125,327,55,0.0,0.0,0.0,0.0,0.0,0.0
37021002206,22.06,0.0,4921,1617,722,243,1770,79,0.0,0.0,0.0,0.0,0.0,0.0
37021002503,25.03,0.0,4226,1455,939,118,1554,103,0.0,0.0,0.0,0.0,0.0,0.0
37021002604,26.04,0.0,4155,260,1434,297,1703,270,0.0,0.0,0.0,0.0,0.0,0.0
37021002701,27.01,0.0,5690,1044,1725,455,2131,313,0.0,0.0,0.0,0.0,0.0,0.0
37147001302,13.02,0.0,4562,976,567,106,2122,380,0.0,0.0,0.0,0.0,0.0,0.0
37067003701,37.01,0.0,6039,567,1651,420,2415,186,0.0,0.0,0.0,0.0,0.0,0.0
37067003805,38.05,0.0,6300,950,2025,1195,2293,393,0.0,0.0,0.0,0.0,0.0,0.0
37067002903,29.03,0.0,7424,2570,1363,1609,3122,254,0.0,0.0,0.0,0.0,0.0,0.0
37061090801,908.01,0.0,6554,359,2334,1485,2364,324,0.0,0.0,0.0,0.0,0.0,0.0
37171931103,9311.03,0.0,4527,840,385,496,2008,326,0.0,0.0,0.0,0.0,0.0,0.0
37067003106,31.06,0.0,4343,1315,948,405,1997,111,0.0,0.0,0.0,0.0,0.0,0.0
37193961001,9610.01,0.0,2497,367,1128,624,1012,61,0.0,0.0,0.0,0.0,0.0,0.0
37031970704,9707.04,0.0,5117,992,919,1007,1870,219,0.0,0.0,0.0,0.0,0.0,0.0
37021002804,28.04,0.0,1801,618,635,258,776,121,0.0,0.0,0.0,0.0,0.0,0.0
37031970804,9708.04,0.0,7504,1444,1913,589,2820,117,0.0,0.0,0.0,0.0,0.0,0.0
37021003204,32.04,0.0,6884,614,1433,646,3103,489,0.0,0.0,0.0,0.0,0.0,0.0
37031970102,9701.02,0.0,1662,108,844,230,633,51,0.0,0.0,0.0,0.0,0.0,0.0
37021003103,31.03,0.0,6458,2154,1431,934,2593,235,0.0,0.0,0.0,0.0,0.0,0.0
37031980100,9801,0.0,1643,213,276,38,739,59,0.0,0.0,0.0,0.0,0.0,0.0
37031990200,9902,0.0,5992,1205,3023,1442,2302,383,0.0,0.0,0.0,0.0,0.0,0.0
37063001809,18.09,0.0,1431,110,605,218,550,27,0.0,0.0,0.0,0.0,0.0,0.0
37063002019,20.19,0.0,4314,763,1686,670,1753,203,0.0,0.0,0.0,0.0,0.0,0.0
37063002020,20.20,0.0,5536,1821,413,379,2451,127,0.0,0.0,0.0,0.0,0.0,0.0
37063001806,18.06,0.0,6047,1213,699,1184,2757,466,0.0,0.0,0.0,0.0,0.0,0.0
37063002024,20.24,0.0,3813,1301,1407,722,1376,205,0.0,0.0,0.0,0.0,0.0,0.0
37063980100,9801,0.0,7435,949,1150,311,2905,189,0.0,0.0,0.0,0.0,0.0,0.0
37097061101,611.01,0.0,6375,1283,1037,999,2390,178,0.0,0.0,0.0,0.0,0.0,0.0
37097060603,606.03,0.0,2299,707,1010,394,888,77,0.0,0.0,0.0,0.0,0.0,0.0
37097060602,606.02,0.0,5632,1038,1086,1195,2100,190,0.0,0.0,0.0,0.0,0.0,0.0
37097061201,612.01,0.0,6059,810,519,408,2736,417,0.0,0.0,0.0,0.0,0.0,0.0
37097061303,613.03,0.0,3202,981,218,710,1308,150,0.0,0.0,0.0,0.0,0.0,0.0
37097061502,615.02,0.0,6115,1021,1660,771,2382,224,0.0,0.0,0.0,0.0,0.0,0.0
37077970607,9706.07,0.0,7268,1520,2606,306,3345,461,0.0,0.0,0.0,0.0,0.0,0.0
37077970606,9706.06,0.0,6683,2291,3237,296,3030,298,0.0,0.0,0.0,0.0,0.0,0.0
37077970604,9706.04,0.0,6290,666,662,411,2472,121,0.0,0.0,0.0,0.0,0.0,0.0
37077970605,9706.05,0.0,5368,753,796,456,1982,91,0.0,0.0,0.0,0.0,0.0,0.0
37097061304,613.04,0.0,2747,162,865,368,1072,84,0.0,0.0,0.0,0.0,0.0,0.0
37097060703,607.03,0.0,6525,1093,1514,1254,3070,369,0.0,0.0,0.0,0.0,0.0,0.0
37097061406,614.06,0.0,3422,376,996,215,1231,61,0.0,0.0,0.0,0.0,0.0,0.0
37081010800,108,0.0,4631,1176,2371,1149,2107,237,0.0,0.0,0.0,0.0,0.0,0.0
37081015401,154.01,0.0,3063,319,987,175,1353,95,0.0,0.0,0.0,0.0,0.0,0.0
37081015402,154.02,0.0,3053,770,786,481,1097,147,0.0,0.0,0.0,0.0,0.0,0.0
37081015901,159.01,0.0,1934,249,1053,451,732,25,0.0,0.0,0.0,0.0,0.0,0.0
37081016701,167.01,0.0,7721,1208,637,1632,2801,281,0.0,0.0,0.0,0.0,0.0,0.0
37081016702,167.02,0.0,1864,288,961,315,699,26,0.0,0.0,0.0,0.0,0.0,0.0
37081016009,160.09,0.0,1421,376,427,262,555,44,0.0,0.0,0.0,0.0,0.0,0.0
37081016409,164.09,0.0,7540,1432,2276,383,3279,106,0.0,0.0,0.0,0.0,0.0,0.0
37193961002,9610.02,0.0,4796,759,2450,106,2059,206,0.0,0.0,0.0,0.0,0.0,0.0
37001021000,210,0.0,3952,1208,1200,473,1430,207,0.0,0.0,0.0,0.0,0.0,0.0
37025042101,421.01,0.0,6109,1353,1644,247,2260,101,0.0,0.0,0.0,0.0,0.0,0.0
37025042502,425.02,0.0,3559,406,662,364,1513,212,0.0,0.0,0.0,0.0,0.0,0.0
37025042602,426.02,0.0,1721,550,652,122,728,85,0.0,0.0,0.0,0.0,0.0,0.0
37107011001,110.01,0.0,6053,924,2026,1396,2622,277,0.0,0.0,0.0,0.0,0.0,0.0
37107011002,110.02,0.0,2067,127,324,459,887,106,0.0,0.0,0.0,0.0,0.0,0.0
37001020502,205.02,0.0,4781,948,1934,996,1769,142,0.0,0.0,0.0,0.0,0.0,0.0
37001021702,217.02,0.0,7633,665,2839,1406,3622,494,0.0,0.0,0.0,0.0,0.0,0.0
37001021801,218.01,0.0,7540,916,1874,417,3134,460,0.0,0.0,0.0,0.0,0.0,0.0
37001020601,206.01,0.0,3397,931,177,105,1230,180,0.0,0.0,0.0,0.0,0.0,0.0
37001021207,212.07,0.0,6418,572,1753,1093,2588,182,0.0,0.0,0.0,0.0,0.0,0.0
37081014412,144.12,0.0,5211,1522,276,873,2157,276,0.0,0.0,0.0,0.0,0.0,0.0
37081015706,157.06,0.0,4251,1407,371,446,1833,95,0.0,0.0,0.0,0.0,0.0,0.0
37081015902,159.02,0.0,1807,419,479,232,839,87,0.0,0.0,0.0,0.0,0.0,0.0
37081016006,160.06,0.0,3509,923,319,464,1554,47,0.0,0.0,0.0,0.0,0.0,0.0
37081016007,160.07,0.0,5493,1450,1031,412,2539,149,0.0,0.0,0.0,0.0,0.0,0.0
37081016008,160.08,0.0,7903,2748,2985,729,3610,450,0.0,0.0,0.0,0.0,0.0,0.0
37081016011,160.11,0.0,835,127,170,97,377,60,0.0,0.0,0.0,0.0,0.0,0.0
37081016204,162.04,0.0,5967,589,3274,947,2581,96,0.0,0.0,0.0,0.0,0.0,0.0
37081016406,164.06,0.0,6893,1418,3502,1653,3270,372,0.0,0.0,0.0,0.0,0.0,0.0
37081016407,164.07,0.0,7648,1605,2620,1100,2765,347,0.0,0.0,0.0,0.0,0.0,0.0
37051003313,33.13,0.0,3851,398,2054,724,1761,299,0.0,0.0,0.0,0.0,0.0,0.0
37051003103,31.03,0.0,1653,386,800,339,697,89,0.0,0.0,0.0,0.0,0.0,0.0
37051003800,38,0.0,2750,149,575,126,1012,46,0.0,0.0,0.0,0.0,0.0,0.0
37051980100,9801,0.0,6923,2272,2940,1178,3183,165,0.0,0.0,0.0,0.0,0.0,0.0
37051980200,9802,0.0,7121,921,843,932,2920,366,0.0,0.0,0.0,0.0,0.0,0.0
37105030200,302,0.0,5386,333,2112,816,2001,124,0.0,0.0,0.0,0.0,0.0,0.0
37097061503,615.03,0.0,1683,138,497,48,675,114,0.0,0.0,0.0,0.0,0.0,0.0
37097061407,614.07,0.0,1677,204,97,383,746,125,0.0,0.0,0.0,0.0,0.0,0.0
37097061601,616.01,0.0,4242,560,793,1014,1622,279,0.0,0.0,0.0,0.0,0.0,0.0
37025042604,426.04,0.0,5035,301,2656,104,1953,144,0.0,0.0,0.0,0.0,0.0,0.0
37025040701,407.01,0.0,1033,138,214,71,438,60,0.0,0.0,0.0,0.0,0.0,0.0
37025040703,407.03,0.0,5739,619,807,352,2691,348,0.0,0.0,0.0,0.0,0.0,0.0
37025041901,419.01,0.0,4720,772,678,942,2241,79,0.0,0.0,0.0,0.0,0.0,0.0
37025042102,421.02,0.0,888,147,257,139,331,23,0.0,0.0,0.0,0.0,0.0,0.0
37025042402,424.02,0.0,1488,225,701,90,639,38,0.0,0.0,0.0,0.0,0.0,0.0
37025042501,425.01,0.0,4071,604,1746,843,1853,158,0.0,0.0,0.0,0.0,0.0,0.0
37025042503,425.03,0.0,6002,461,1611,607,2436,421,0.0,0.0,0.0,0.0,0.0,0.0
37077970703,9707.03,0.0,6742,388,1040,849,2456,385,0.0,0.0,0.0,0.0,0.0,0.0
37077970101,9701.01,0.0,3905,432,285,425,1854,137,0.0,0.0,0.0,0.0,0.0,0.0
37077970102,9701.02,0.0,2926,810,823,409,1367,149,0.0,0.0,0.0,0.0,0.0,0.0
37077970601,9706.01,0.0,7771,2698,3554,1013,3248,191,0.0,0.0,0.0,0.0,0.0,0.0
37077970701,9707.01,0.0,4101,1347,1701,341,1593,114,0.0,0.0,0.0,0.0,0.0,0.0
37171930201,9302.01,0.0,3070,617,780,361,1261,50,0.0,0.0,0.0,0.0,0.0,0.0
37171931101,9311.01,0.0,3984,834,1383,912,1460,184,0.0,0.0,0.0,0.0,0.0,0.0
37171930501,9305.01,0.0,887,128,237,120,416,53,0.0,0.0,0.0,0.0,0.0,0.0
37171930902,9309.02,0.0,2973,838,1009,686,1271,197,0.0,0.0,0.0,0.0,0.0,0.0
37171930901,9309.01,0.0,4511,1260,1392,660,1922,308,0.0,0.0,0.0,0.0,0.0,0.0
37025042601,426.01,0.0,7412,2247,2894,1458,3170,171,0.0,0.0,0.0,0.0,0.0,0.0
37067003003,30.03,0.0,6115,1948,1858,535,2504,354,0.0,0.0,0.0,0.0,0.0,0.0
37067003004,30.04,0.0,6425,1158,3342,1296,2421,121,0.0,0.0,0.0,0.0,0.0,0.0
37067003309,33.09,0.0,4723,1322,1246,381,2033,174,0.0,0.0,0.0,0.0,0.0,0.0
37019020511,205.11,0.0,1596,465,92,39,608,65,0.0,0.0,0.0,0.0,0.0,0.0
37019020603,206.03,0.0,3614,515,607,205,1640,61,0.0,0.0,0.0,0.0,0.0,0.0
37019990100,9901,0.0,7978,2622,2395,199,3200,171,0.0,0.0,0.0,0.0,0.0,0.0
37019020101,201.01,0.0,1118,87,358,265,473,33,0.0,0.0,0.0,0.0,0.0,0.0
37019020404,204.04,0.0,7130,2483,2325,1782,2877,141,0.0,0.0,0.0,0.0,0.0,0.0
37019020405,204.05,0.0,5728,1609,2332,1118,2633,447,0.0,0.0,0.0,0.0,0.0,0.0
37019020508,205.08,0.0,2844,221,532,127,1027,75,0.0,0.0,0.0,0.0,0.0,0.0
37019020602,206.02,0.0,6401,1580,2448,1451,2340,246,0.0,0.0,0.0,0.0,0.0,0.0
37019020203,202.03,0.0,6825,411,2743,1304,2548,457,0.0,0.0,0.0,0.0,0.0,0.0
37019020204,202.04,0.0,1111,312,284,107,407,46,0.0,0.0,0.0,0.0,0.0,0.0
37019020306,203.06,0.0,1566,453,393,212,710,65,0.0,0.0,0.0,0.0,0.0,0.0
37019020505,205.05,0.0,5593,1290,780,963,2280,386,0.0,0.0,0.0,0.0,0.0,0.0
37183053803,538.03,0.0,7993,2454,2054,204,3441,218,0.0,0.0,0.0,0.0,0.0,0.0
37183054206,542.06,0.0,972,77,430,131,357,20,0.0,0.0,0.0,0.0,0.0,0.0
37183054403,544.03,0.0,5592,742,2821,1053,2504,276,0.0,0.0,0.0,0.0,0.0,0.0
37183053004,530.04,0.0,1782,310,618,112,790,74,0.0,0.0,0.0,0.0,0.0,0.0
37183053603,536.03,0.0,5480,343,1094,668,2123,317,0.0,0.0,0.0,0.0,0.0,0.0
37183053805,538.05,0.0,5287,975,2067,753,2445,88,0.0,0.0,0.0,0.0,0.0,0.0
37193960700,9607,0.0,1451,187,609,274,555,68,0.0,0.0,0.0,0.0,0.0,0.0
37179020800,208,0.0,5701,956,1232,1378,2492,340,0.0,0.0,0.0,0.0,0.0,0.0
37179020100,201,0.0,7258,1288,3362,1561,2832,497,0.0,0.0,0.0,0.0,0.0,0.0
37193961100,9611,0.0,7016,2201,609,1143,2587,134,0.0,0.0,0.0,0.0,0.0,0.0
37193960200,9602,0.0,1008,132,55,155,398,26,0.0,0.0,0.0,0.0,0.0,0.0
37193960500,9605,0.0,2570,817,286,407,1142,193,0.0,0.0,0.0,0.0,0.0,0.0
37193960300,9603,0.0,2533,450,324,368,1186,147,0.0,0.0,0.0,0.0,0.0,0.0
37193960600,9606,0.0,4063,602,1988,136,1906,68,0.0,0.0,0.0,0.0,0.0,0.0
37067003403,34.03,0.0,1829,367,480,330,845,35,0.0,0.0,0.0,0.0,0.0,0.0
37067003404,34.04,0.0,6951,1218,1303,1284,2773,409,0.0,0.0,0.0,0.0,0.0,0.0
37067003806,38.06,0.0,6392,813,1690,881,2727,313,0.0,0.0,0.0,0.0,0.0,0.0
37067004014,40.14,0.0,6620,1329,1637,1457,2916,334,0.0,0.0,0.0,0.0,0.0,0.0
37047931201,9312.01,0.0,2227,212,447,388,988,160,0.0,0.0,0.0,0.0,0.0,0.0
37047931301,9313.01,0.0,904,140,107,93,327,21,0.0,0.0,0.0,0.0,0.0,0.0
37047931202,9312.02,0.0,7356,1616,2780,180,3369,182,0.0,0.0,0.0,0.0,0.0,0.0
37047931302,9313.02,0.0,2880,501,340,96,1244,151,0.0,0.0,0.0,0.0,0.0,0.0
37093970402,9704.02,0.0,5525,1641,2418,557,2273,369,0.0,0.0,0.0,0.0,0.0,0.0
37093970202,9702.02,0.0,7347,933,1108,927,3498,244,0.0,0.0,0.0,0.0,0.0,0.0
37093970201,9702.01,0.0,1060,361,440,61,386,51,0.0,0.0,0.0,0.0,0.0,0.0
37093980100,9801,0.0,839,239,379,53,386,20,0.0,0.0,0.0,0.0,0.0,0.0
37093970401,9704.01,0.0,839,285,94,61,325,18,0.0,0.0,0.0,0.0,0.0,0.0
37183053205,532.05,0.0,1925,580,179,384,757,125,0.0,0.0,0.0,0.0,0.0,0.0
37183053411,534.11,0.0,1171,108,614,231,439,20,0.0,0.0,0.0,0.0,0.0,0.0
37183053203,532.03,0.0,6703,1393,1887,724,2622,88,0.0,0.0,0.0,0.0,0.0,0.0
37183051502,515.02,0.0,5162,521,1884,307,1956,286,0.0,0.0,0.0,0.0,0.0,0.0
37183051102,511.02,0.0,7856,2321,484,357,3280,276,0.0,0.0,0.0,0.0,0.0,0.0
37183053009,530.09,0.0,6570,1479,1244,263,2690,240,0.0,0.0,0.0,0.0,0.0,0.0
37183052407,524.07,0.0,7734,997,2341,850,2984,447,0.0,0.0,0.0,0.0,0.0,0.0
37183052408,524.08,0.0,2517,827,1241,76,1007,57,0.0,0.0,0.0,0.0,0.0,0.0
37053110302,1103.02,0.0,2872,242,533,277,1168,148,0.0,0.0,0.0,0.0,0.0,0.0
37053110401,1104.01,0.0,6915,1515,3025,1667,3081,237,0.0,0.0,0.0,0.0,0.0,0.0
37053110301,1103.01,0.0,2563,682,976,350,1123,51,0.0,0.0,0.0,0.0,0.0,0.0
37067002809,28.09,0.0,1212,81,130,253,515,68,0.0,0.0,0.0,0.0,0.0,0.0
37067003315,33.15,0.0,5617,1288,1104,279,2666,207,0.0,0.0,0.0,0.0,0.0,0.0
37067003108,31.08,0.0,6566,1935,1109,536,2744,439,0.0,0.0,0.0,0.0,0.0,0.0
37067003312,33.12,0.0,7771,545,2107,1847,3697,620,0.0,0.0,0.0,0.0,0.0,0.0
37021001300,13,0.0,7480,1523,2750,809,2997,471,0.0,0.0,0.0,0.0,0.0,0.0
37021003002,30.02,0.0,1665,212,444,281,642,50,0.0,0.0,0.0,0.0,0.0,0.0
37183051101,511.01,0.0,6359,1582,1095,1554,2550,166,0.0,0.0,0.0,0.0,0.0,0.0
37183052409,524.09,0.0,6892,589,2742,1010,2665,436,0.0,0.0,0.0,0.0,0.0,0.0
37183052707,527.07,0.0,5826,1929,1993,525,2774,271,0.0,0.0,0.0,0.0,0.0,0.0
37021002900,29,0.0,6702,2134,2075,954,3129,426,0.0,0.0,0.0,0.0,0.0,0.0
37021001200,12,0.0,6833,722,2235,222,2639,406,0.0,0.0,0.0,0.0,0.0,0.0
37021001500,15,0.0,4015,590,646,184,1508,108,0.0,0.0,0.0,0.0,0.0,0.0
37021001700,17,0.0,1089,246,424,23,418,20,0.0,0.0,0.0,0.0,0.0,0.0
37021000900,9,0.0,4084,1083,995,912,1592,196,0.0,0.0,0.0,0.0,0.0,0.0
37021000800,8,0.0,2252,411,521,392,867,102,0.0,0.0,0.0,0.0,0.0,0.0
37021002102,21.02,0.0,1618,156,202,143,618,43,0.0,0.0,0.0,0.0,0.0,0.0
37021000400,4,0.0,1699,138,591,120,651,76,0.0,0.0,0.0,0.0,0.0,0.0
37021000600,6,0.0,5821,2036,2045,1030,2224,330,0.0,0.0,0.0,0.0,0.0,0.0
37021002101,21.01,0.0,4432,827,975,1025,2059,169,0.0,0.0,0.0,0.0,0.0,0.0
37021000700,7,0.0,4686,1460,2248,416,2185,144,0.0,0.0,0.0,0.0,0.0,0.0
37021001900,19,0.0,6165,1200,2914,579,2620,363,0.0,0.0,0.0,0.0,0.0,0.0
37021000500,5,0.0,4747,1550,496,1027,1922,284,0.0,0.0,0.0,0.0,0.0,0.0
37183053524,535.24,0.0,5336,407,2121,1203,2025,350,0.0,0.0,0.0,0.0,0.0,0.0
37183053006,530.06,0.0,1419,119,350,326,607,31,0.0,0.0,0.0,0.0,0.0,0.0
37183053516,535.16,0.0,6928,2278,3809,605,3021,493,0.0,0.0,0.0,0.0,0.0,0.0
37183052507,525.07,0.0,4031,1347,655,192,1522,220,0.0,0.0,0.0,0.0,0.0,0.0
37021000300,3,0.0,1917,276,364,232,842,113,0.0,0.0,0.0,0.0,0.0,0.0
37021001100,11,0.0,6655,1041,1803,585,2488,191,0.0,0.0,0.0,0.0,0.0,0.0
37021002000,20,0.0,6089,1130,1122,1359,2737,91,0.0,0.0,0.0,0.0,0.0,0.0
37021000100,1,0.0,1181,206,467,33,502,53,0.0,0.0,0.0,0.0,0.0,0.0
37065020400,204,0.0,2189,234,635,362,919,66,0.0,0.0,0.0,0.0,0.0,0.0
37065021100,211,0.0,913,291,146,208,395,29,0.0,0.0,0.0,0.0,0.0,0.0
37065021500,215,0.0,2749,346,833,672,1307,220,0.0,0.0,0.0,0.0,0.0,0.0
37065020200,202,0.0,1519,397,750,257,670,35,0.0,0.0,0.0,0.0,0.0,0.0
37065021200,212,0.0,5911,414,2637,1409,2530,430,0.0,0.0,0.0,0.0,0.0,0.0
37065021300,213,0.0,4562,281,1365,170,1966,207,0.0,0.0,0.0,0.0,0.0,0.0
37065021400,214,0.0,7857,1933,1526,806,2965,461,0.0,0.0,0.0,0.0,0.0,0.0
37065020700,207,0.0,6195,939,866,136,2904,210,0.0,0.0,0.0,0.0,0.0,0.0
37065020600,206,0.0,5203,1283,2545,1278,2193,274,0.0,0.0,0.0,0.0,0.0,0.0
37065020900,209,0.0,4467,349,1809,1016,2100,238,0.0,0.0,0.0,0.0,0.0,0.0
37065020300,203,0.0,1192,399,400,31,433,73,0.0,0.0,0.0,0.0,0.0,0.0
37065021000,210,0.0,1305,358,639,31,491,27,0.0,0.0,0.0,0.0,0.0,0.0
37065020800,208,0.0,5237,1638,580,546,1878,113,0.0,0.0,0.0,0.0,0.0,0.0
37065021600,216,0.0,831,75,325,66,303,52,0.0,0.0,0.0,0.0,0.0,0.0
37183051900,519,0.0,1104,161,174,237,475,21,0.0,0.0,0.0,0.0,0.0,0.0
37183052601,526.01,0.0,2377,381,262,135,919,115,0.0,0.0,0.0,0.0,0.0,0.0
37139960200,9602,0.0,7165,1512,2026,1446,3095,120,0.0,0.0,0.0,0.0,0.0,0.0
37139960100,9601,0.0,4104,570,1000,605,1507,62,0.0,0.0,0.0,0.0,0.0,0.0
37139960600,9606,0.0,5908,402,3075,630,2474,295,0.0,0.0,0.0,0.0,0.0,0.0
37139960300,9603,0.0,3763,604,797,201,1592,179,0.0,0.0,0.0,0.0,0.0,0.0
37017950101,9501.01,0.0,2046,258,935,510,746,86,0.0,0.0,0.0,0.0,0.0,0.0
37017950302,9503.02,0.0,3472,575,1473,562,1292,130,0.0,0.0,0.0,0.0,0.0,0.0
37017950501,9505.01,0.0,1460,159,560,176,525,74,0.0,0.0,0.0,0.0,0.0,0.0
37017950502,9505.02,0.0,6345,815,3237,668,2955,528,0.0,0.0,0.0,0.0,0.0,0.0
37017950102,9501.02,0.0,2121,504,538,484,934,66,0.0,0.0,0.0,0.0,0.0,0.0
37017950301,9503.01,0.0,3509,584,859,732,1518,119,0.0,0.0,0.0,0.0,0.0,0.0
37017950602,9506.02,0.0,7856,1206,1025,1622,3277,257,0.0,0.0,0.0,0.0,0.0,0.0
37017950601,9506.01,0.0,5062,1063,951,818,2082,300,0.0,0.0,0.0,0.0,0.0,0.0
37017950401,9504.01,0.0,4101,1154,2009,919,1779,146,0.0,0.0,0.0,0.0,0.0,0.0
37017950402,9504.02,0.0,4709,770,1352,418,1774,233,0.0,0.0,0.0,0.0,0.0,0.0
37127010801,108.01,0.0,6445,1458,1422,1172,2856,276,0.0,0.0,0.0,0.0,0.0,0.0
37127010302,103.02,0.0,2632,894,416,297,1017,123,0.0,0.0,0.0,0.0,0.0,0.0
37139960400,9604,0.0,5382,1111,1574,850,1996,308,0.0,0.0,0.0,0.0,0.0,0.0
37055970302,9703.02,0.0,7083,2287,2892,1767,2807,300,0.0,0.0,0.0,0.0,0.0,0.0
37055970301,9703.01,0.0,4921,1417,951,1212,2095,212,0.0,0.0,0.0,0.0,0.0,0.0
37145920400,9204,0.0,4015,271,1721,553,1799,126,0.0,0.0,0.0,0.0,0.0,0.0
37145920200,9202,0.0,1844,329,672,280,840,90,0.0,0.0,0.0,0.0,0.0,0.0
37145920500,9205,0.0,2587,671,1148,585,987,68,0.0,0.0,0.0,0.0,0.0,0.0
37145920300,9203,0.0,7611,2633,1335,1877,3134,490,0.0,0.0,0.0,0.0,0.0,0.0
37145920100,9201,0.0,4697,880,1716,935,2202,194,0.0,0.0,0.0,0.0,0.0,0.0
37101040800,408,0.0,2969,231,376,103,1064,52,0.0,0.0,0.0,0.0,0.0,0.0
37101040400,404,0.0,3812,833,883,359,1483,97,0.0,0.0,0.0,0.0,0.0,0.0
37101040700,407,0.0,4961,436,2044,1122,1843,203,0.0,0.0,0.0,0.0,0.0,0.0
37101040600,406,0.0,4670,1286,1708,918,1940,324,0.0,0.0,0.0,0.0,0.0,0.0
37021001602,16.02,0.0,5838,1181,840,1113,2108,158,0.0,0.0,0.0,0.0,0.0,0.0
37021002306,23.06,0.0,2653,708,1271,460,1184,82,0.0,0.0,0.0,0.0,0.0,0.0
